"ACCOUNT_NUMBER","CARD_NUMBER","ACCOUNT_TYPE","CARD_TYPE","CARD_PROGRAM","CARD_STATUS","DATE_OPENED"
"7118755698               ","555696******4152","checking","Debit","555696","Active","12/10/2023"
"7118758734               ","555696******1929","checking","Debit","555696","Active","12/4/2023"
"7118765424               ","555696******7708","checking","Debit","555696","Active","12/9/2023"
"7118767610               ","555696******7584","checking","Debit","555696","Active","11/28/2023"
"7118771109               ","555696******3231","checking","Debit","555696","Active","12/11/2023"
"7118772321               ","555696******5290","checking","Debit","555696","Active","11/24/2023"
"7118775878               ","555696******9641","checking","Debit","555696","Active","12/8/2023"
"7118777775               ","555696******9011","checking","Debit","555696","Active","10/14/2023"
"7118777890               ","555696******7976","checking","Debit","555696","Active","11/4/2023"
"7118780696               ","555696******3864","checking","Debit","555696","Active","3/24/2023"
"7118782015               ","555696******2085","checking","Debit","555696","Active","12/6/2023"
"7118783559               ","555696******4831","checking","Debit","555696","Active","12/11/2023"
"7118786172               ","555696******7131","checking","Debit","555696","Active","12/14/2023"
"7118787717               ","555696******3722","checking","Debit","555696","Active","12/10/2023"
"7118790976               ","555696******4811","checking","Debit","555696","Active","12/13/2023"
"7118799811               ","555696******6465","checking","Debit","555696","Active","8/23/2023"
"7118802185               ","555696******9065","checking","Debit","555696","Active","11/26/2023"
"7118802649               ","555696******3208","checking","Debit","555696","Active","12/7/2023"
"7118804306               ","555696******6959","checking","Debit","555696","Active","3/28/2023"
"7118809305               ","555696******4626","checking","Debit","555696","Active","12/8/2023"
"7118809370               ","555696******1744","checking","Debit","555696","Active","12/9/2023"
"7118810196               ","555696******5237","checking","Debit","555696","Active","9/23/2023"
"7118813505               ","555696******9464","checking","Debit","555696","Active","3/24/2023"
"7118819809               ","555696******0785","checking","Debit","555696","Active","11/28/2023"
"7118820591               ","555696******9604","checking","Debit","555696","Active","11/29/2023"
"7118826556               ","555696******2049","checking","Debit","555696","Active","12/11/2023"
"7118830004               ","555696******0610","checking","Debit","555696","Active","12/7/2023"
"7118831200               ","555696******3609","checking","Debit","555696","Active","9/14/2023"
"7118831358               ","555696******6103","checking","Debit","555696","Active","11/25/2023"
"7118834055               ","555696******3267","checking","Debit","555696","Active","3/23/2023"
"7118837678               ","555696******9452","checking","Debit","555696","Active","12/6/2023"
"7118838726               ","555696******4428","checking","Debit","555696","Active","3/1/2023"
"7118839872               ","555696******0182","checking","Debit","555696","Active","12/11/2023"
"7118840201               ","555696******6722","checking","Debit","555696","Active","12/11/2023"
"7118841399               ","555696******6570","checking","Debit","555696","Active","9/26/2023"
"7118842306               ","555696******9555","checking","Debit","555696","Active","12/6/2023"
"7118842728               ","555696******3823","checking","Debit","555696","Active","12/9/2023"
"7118847321               ","555696******3104","checking","Debit","555696","Active","8/21/2023"
"7118850655               ","555696******9365","checking","Debit","555696","Active","11/8/2023"
"7118851349               ","555696******9001","checking","Debit","555696","Active","9/1/2023"
"7118852404               ","555696******3638","checking","Debit","555696","Active","10/6/2023"
"7118855860               ","555696******3327","checking","Debit","555696","Active","11/30/2023"
"7118857320               ","555696******3080","checking","Debit","555696","Active","3/13/2023"
"7118857353               ","555696******5840","checking","Debit","555696","Active","10/26/2023"
"7118861728               ","555696******5271","checking","Debit","555696","Active","11/24/2023"
"7118863799               ","555696******8431","checking","Debit","555696","Active","8/28/2023"
"7118866461               ","555696******3948","checking","Debit","555696","Active","8/17/2023"
"7118867097               ","555696******4332","checking","Debit","555696","Active","3/23/2023"
"7118870562               ","555696******1262","checking","Debit","555696","Active","3/24/2023"
"7118871727               ","555696******4245","checking","Debit","555696","Active","3/24/2023"
"7118872329               ","555696******1641","checking","Debit","555696","Active","9/8/2023"
"7118872451               ","555696******7237","checking","Debit","555696","Active","10/3/2023"
"7118875694               ","555696******3413","checking","Debit","555696","Active","11/25/2023"
"7118877575               ","555696******8698","checking","Debit","555696","Active","12/10/2023"
"7118878227               ","555696******2149","checking","Debit","555696","Active","8/24/2023"
"7118884209               ","555696******8823","checking","Debit","555696","Active","3/10/2023"
"7118884647               ","555696******7458","checking","Debit","555696","Active","12/6/2023"
"7118888192               ","555696******2559","checking","Debit","555696","Active","12/7/2023"
"7118889174               ","555696******4614","checking","Debit","555696","Active","9/9/2023"
"7118893432               ","555696******3213","checking","Debit","555696","Active","12/6/2023"
"7118893713               ","555696******6674","checking","Debit","555696","Active","10/18/2023"
"7118898167               ","555696******2984","checking","Debit","555696","Active","11/26/2023"
"7118899694               ","555696******3587","checking","Debit","555696","Active","11/14/2023"
"7118900807               ","555696******6565","checking","Debit","555696","Active","8/19/2023"
"7118906978               ","555696******8207","checking","Debit","555696","Active","8/22/2023"
"7118912042               ","555696******8775","checking","Debit","555696","Blocked","3/10/2023"
"7118927289               ","555696******7563","checking","Debit","555696","Active","11/25/2023"
"7118929624               ","555696******0925","checking","Debit","555696","Active","3/10/2023"
"7118929863               ","555696******6783","checking","Debit","555696","Active","8/27/2023"
"7118933527               ","555696******4097","checking","Debit","555696","Active","11/29/2023"
"7118933733               ","555696******0093","checking","Debit","555696","Active","10/14/2023"
"7118935902               ","555696******5763","checking","Debit","555696","Active","3/23/2023"
"7118937874               ","555696******7514","checking","Debit","555696","Active","12/11/2023"
"7118954374               ","555696******4099","checking","Debit","555696","Active","9/1/2023"
"7118954846               ","555696******8120","checking","Debit","555696","Active","10/14/2023"
"7118960884               ","555696******4921","checking","Debit","555696","Active","12/6/2023"
"7118960983               ","555696******0216","checking","Debit","555696","Active","9/13/2023"
"7118962161               ","555696******9686","checking","Debit","555696","Active","11/22/2023"
"7118965560               ","555696******8228","checking","Debit","555696","Active","9/18/2023"
"7118969356               ","555696******2946","checking","Debit","555696","Active","12/15/2023"
"7118974240               ","555696******8260","checking","Debit","555696","Active","11/24/2023"
"7118975932               ","555696******6149","checking","Debit","555696","Active","10/1/2023"
"7118976989               ","555696******9763","checking","Debit","555696","Active","10/24/2023"
"7118977474               ","555696******0183","checking","Debit","555696","Active","11/27/2023"
"7118978761               ","555696******7549","checking","Debit","555696","Active","8/28/2023"
"7118980064               ","555696******2048","checking","Debit","555696","Active","12/5/2023"
"7118982375               ","555696******5001","checking","Debit","555696","Active","11/25/2023"
"7118983357               ","555696******2915","checking","Debit","555696","Active","10/18/2023"
"7118988042               ","555696******7701","checking","Debit","555696","Active","10/17/2023"
"7118990501               ","555696******2856","checking","Debit","555696","Active","12/13/2023"
"7118993521               ","555696******9785","checking","Debit","555696","Active","12/7/2023"
"7118996151               ","555696******3317","checking","Debit","555696","Active","10/26/2023"
"7118997696               ","555696******9330","checking","Debit","555696","Active","11/3/2023"
"7118998371               ","555696******3338","checking","Debit","555696","Active","3/23/2023"
"7119001217               ","555696******7931","checking","Debit","555696","Active","12/4/2023"
"7119005424               ","555696******1072","checking","Debit","555696","Active","3/14/2023"
"7119006588               ","555696******3949","checking","Debit","555696","Active","12/5/2023"
"7119016397               ","555696******8703","checking","Debit","555696","Active","12/11/2023"
"7119016629               ","555696******1500","checking","Debit","555696","Active","9/8/2023"
"7119017437               ","555696******5524","checking","Debit","555696","Active","11/29/2023"
"7119017726               ","555696******2425","checking","Debit","555696","Active","12/7/2023"
"7119024268               ","555696******5879","checking","Debit","555696","Active","11/27/2023"
"7119025604               ","555696******2611","checking","Debit","555696","Active","12/4/2023"
"7119026800               ","555696******3005","checking","Debit","555696","Active","11/29/2022"
"7119027659               ","555696******5869","checking","Debit","555696","Active","12/3/2023"
"7119030281               ","555696******7663","checking","Debit","555696","Active","3/23/2023"
"7119032584               ","555696******2283","checking","Debit","555696","Active","12/8/2023"
"7119037328               ","555696******4274","checking","Debit","555696","Active","12/10/2023"
"7119042187               ","555696******8561","checking","Debit","555696","Active","10/23/2023"
"7119050628               ","555696******6235","checking","Debit","555696","Active","8/25/2023"
"7119053705               ","555696******8609","checking","Debit","555696","Active","11/26/2023"
"7119056468               ","555696******3059","checking","Debit","555696","Active","11/29/2023"
"7119060502               ","555696******9598","checking","Debit","555696","Active","10/28/2023"
"7119060676               ","555696******8633","checking","Debit","555696","Active","12/3/2023"
"7119062771               ","555696******1445","checking","Debit","555696","Active","11/30/2023"
"7119063134               ","555696******5692","checking","Debit","555696","Active","10/18/2023"
"7119063274               ","555696******8538","checking","Debit","555696","Active","10/5/2023"
"7119063563               ","555696******1966","checking","Debit","555696","Active","10/26/2023"
"7119066475               ","555696******3772","checking","Debit","555696","Active","12/8/2023"
"7119067648               ","555696******5680","checking","Debit","555696","Active","11/22/2023"
"7119069438               ","555696******2993","checking","Debit","555696","Active","9/16/2023"
"7119070162               ","555696******3196","checking","Debit","555696","Active","10/26/2023"
"7119071012               ","555696******7621","checking","Debit","555696","Active","11/7/2023"
"7119073588               ","555696******7628","checking","Debit","555696","Active","9/4/2023"
"7119073778               ","555696******1715","checking","Debit","555696","Active","9/1/2023"
"7119074313               ","555696******3511","checking","Debit","555696","Active","10/6/2023"
"7119078595               ","555696******3533","checking","Debit","555696","Active","3/23/2023"
"7119080229               ","555696******9873","checking","Debit","555696","Active","9/21/2023"
"7119081227               ","555696******9021","checking","Debit","555696","Active","3/24/2023"
"7119083926               ","555696******0893","checking","Debit","555696","Active","12/5/2023"
"7119087158               ","555696******8176","checking","Debit","555696","Active","11/12/2023"
"7119088024               ","555696******7304","checking","Debit","555696","Active","12/10/2023"
"7119089808               ","555696******6258","checking","Debit","555696","Active","10/18/2023"
"7119092273               ","555696******3711","checking","Debit","555696","Active","11/24/2023"
"7119094139               ","555696******1541","checking","Debit","555696","Active","12/13/2023"
"7119100464               ","555696******9875","checking","Debit","555696","Active","11/26/2023"
"7119102155               ","555696******9363","checking","Debit","555696","Active","11/27/2023"
"7119104540               ","555696******0592","checking","Debit","555696","Active","12/12/2023"
"7119106248               ","555696******8378","checking","Debit","555696","Active","9/7/2023"
"7119106644               ","555696******4014","checking","Debit","555696","Active","11/27/2023"
"7119108913               ","555696******1178","checking","Debit","555696","Active","10/13/2023"
"7119110190               ","555696******5518","checking","Debit","555696","Active","11/20/2023"
"7119114663               ","555696******3510","checking","Debit","555696","Active","12/6/2023"
"7119116114               ","555696******6859","checking","Debit","555696","Active","3/22/2023"
"7119121635               ","555696******0238","checking","Debit","555696","Active","3/23/2023"
"7119123433               ","555696******6913","checking","Debit","555696","Active","10/24/2023"
"7119124993               ","555696******3909","checking","Debit","555696","Active","12/9/2023"
"7119125867               ","555696******5312","checking","Debit","555696","Active","12/2/2023"
"7119125958               ","555696******2952","checking","Debit","555696","Active","10/18/2023"
"7119130719               ","555696******1307","checking","Debit","555696","Active","10/26/2023"
"7119130743               ","555696******4099","checking","Debit","555696","Active","12/8/2023"
"7119131337               ","555696******5783","checking","Debit","555696","Active","10/26/2023"
"7119133028               ","555696******3256","checking","Debit","555696","Active","3/22/2023"
"7119135031               ","555696******5667","checking","Debit","555696","Blocked","11/30/2023"
"7119135742               ","555696******0248","checking","Debit","555696","Active","12/7/2023"
"7119138662               ","555696******1727","checking","Debit","555696","Active","12/15/2023"
"7119142466               ","555696******4649","checking","Debit","555696","Active","12/1/2023"
"7119146236               ","555696******4675","checking","Debit","555696","Active","12/12/2023"
"7119150964               ","555696******9845","checking","Debit","555696","Active","10/18/2023"
"7119151400               ","555696******0981","checking","Debit","555696","Active","12/7/2023"
"7119152275               ","555696******8800","checking","Debit","555696","Active","3/23/2023"
"7119153372               ","555696******5924","checking","Debit","555696","Active","9/3/2023"
"7119156870               ","555696******4397","checking","Debit","555696","Active","9/11/2023"
"7119157217               ","555696******4220","checking","Debit","555696","Active","8/17/2023"
"7119157522               ","555696******5938","checking","Debit","555696","Active","2/7/2023"
"7119159510               ","555696******4385","checking","Debit","555696","Active","12/15/2023"
"7119163660               ","555696******4512","checking","Debit","555696","Active","12/8/2023"
"7119164270               ","555696******1290","checking","Debit","555696","Active","11/25/2023"
"7119171051               ","555696******3121","checking","Debit","555696","Active","10/27/2023"
"7119172133               ","555696******4173","checking","Debit","555696","Active","12/15/2023"
"7119172265               ","555696******9026","checking","Debit","555696","Active","12/2/2023"
"7119182108               ","555696******5816","checking","Debit","555696","Active","10/24/2023"
"7119182231               ","555696******5925","checking","Debit","555696","Active","11/25/2023"
"7119188121               ","555696******9632","checking","Debit","555696","Active","8/14/2023"
"7119191216               ","555696******9190","checking","Debit","555696","Active","9/1/2023"
"7119195290               ","555696******1454","checking","Debit","555696","Active","8/27/2023"
"7119199789               ","555696******4561","checking","Debit","555696","Active","9/1/2023"
"7119202146               ","555696******6129","checking","Debit","555696","Active","11/25/2023"
"7119205958               ","555696******8783","checking","Debit","555696","Active","12/11/2023"
"7119207640               ","555696******0248","checking","Debit","555696","Active","3/28/2023"
"7119208838               ","555696******0318","checking","Debit","555696","Active","11/24/2023"
"7119210438               ","555696******1739","checking","Debit","555696","Active","9/5/2023"
"7119215320               ","555696******2694","checking","Debit","555696","Active","11/29/2023"
"7119215445               ","555696******7912","checking","Debit","555696","Active","3/23/2023"
"7119220528               ","555696******1977","checking","Debit","555696","Active","11/4/2023"
"7119223423               ","555696******3488","checking","Debit","555696","Active","9/22/2023"
"7119226186               ","555696******5790","checking","Debit","555696","Active","10/23/2023"
"7119227911               ","555696******2219","checking","Debit","555696","Active","11/22/2023"
"7119229503               ","555696******6613","checking","Debit","555696","Active","12/12/2023"
"7119230790               ","555696******3807","checking","Debit","555696","Active","12/6/2023"
"7119231467               ","555696******0189","checking","Debit","555696","Active","12/9/2023"
"7119232937               ","555696******7416","checking","Debit","555696","Active","12/6/2023"
"7119233315               ","555696******6477","checking","Debit","555696","Active","3/10/2023"
"7119234511               ","555696******4938","checking","Debit","555696","Active","3/24/2023"
"7119240146               ","555696******8081","checking","Debit","555696","Active","9/6/2023"
"7119241490               ","555696******4423","checking","Debit","555696","Active","11/28/2023"
"7119245202               ","555696******8108","checking","Debit","555696","Active","12/6/2023"
"7119246069               ","555696******4048","checking","Debit","555696","Active","3/24/2023"
"7119246267               ","555696******3474","checking","Debit","555696","Active","9/26/2023"
"7119247216               ","555696******3936","checking","Debit","555696","Active","12/3/2023"
"7119249691               ","555696******0849","checking","Debit","555696","Active","8/31/2023"
"7119250897               ","555696******9487","checking","Debit","555696","Active","12/9/2023"
"7119251143               ","555696******6497","checking","Debit","555696","Active","12/7/2023"
"7119251184               ","555696******2104","checking","Debit","555696","Active","10/26/2023"
"7119254006               ","555696******9792","checking","Debit","555696","Active","12/4/2023"
"7119254840               ","555696******6726","checking","Debit","555696","Active","12/7/2023"
"7119255045               ","555696******4640","checking","Debit","555696","Active","10/2/2023"
"7119262454               ","555696******9392","checking","Debit","555696","Active","3/24/2023"
"7119264443               ","555696******0624","checking","Debit","555696","Active","11/1/2023"
"7119269087               ","555696******4107","checking","Debit","555696","Active","8/23/2023"
"7119271398               ","555696******1151","checking","Debit","555696","Active","11/27/2023"
"7119276231               ","555696******7869","checking","Debit","555696","Active","3/2/2023"
"7119276363               ","555696******9221","checking","Debit","555696","Active","8/27/2023"
"7119276462               ","555696******5401","checking","Debit","555696","Active","10/28/2023"
"7119281298               ","555696******2002","checking","Debit","555696","Active","12/15/2023"
"7119286362               ","555696******7699","checking","Debit","555696","Active","12/5/2023"
"7119291636               ","555696******4714","checking","Debit","555696","Active","12/11/2023"
"7119292311               ","555696******0231","checking","Debit","555696","Active","11/28/2023"
"7119298763               ","555696******3192","checking","Debit","555696","Active","3/23/2023"
"7119299563               ","555696******9185","checking","Debit","555696","Active","11/25/2023"
"7119301799               ","555696******2759","checking","Debit","555696","Active","12/15/2023"
"7119310535               ","555696******5350","checking","Debit","555696","Active","12/4/2023"
"7119312606               ","555696******3817","checking","Debit","555696","Active","11/1/2023"
"7119318306               ","555696******9299","checking","Debit","555696","Active","10/2/2023"
"7119320542               ","555696******2791","checking","Debit","555696","Active","3/24/2023"
"7119324460               ","555696******4176","checking","Debit","555696","Active","11/29/2023"
"7119325301               ","555696******6561","checking","Debit","555696","Active","2/7/2023"
"7119325889               ","555696******8667","checking","Debit","555696","Active","11/7/2023"
"7119328024               ","555696******3841","checking","Debit","555696","Active","3/23/2023"
"7119328685               ","555696******3575","checking","Debit","555696","Active","10/18/2023"
"7119329006               ","555696******4547","checking","Debit","555696","Active","9/16/2023"
"7119330293               ","555696******0522","checking","Debit","555696","Active","8/19/2023"
"7119335797               ","555696******6637","checking","Debit","555696","Active","11/1/2023"
"7119336753               ","555696******1047","checking","Debit","555696","Active","11/29/2022"
"7119341860               ","555696******9727","checking","Debit","555696","Active","9/7/2023"
"7119342512               ","555696******8360","checking","Debit","555696","Active","8/29/2023"
"7119346166               ","555696******3292","checking","Debit","555696","Active","12/8/2023"
"7119347206               ","555696******9281","checking","Debit","555696","Active","8/9/2023"
"7119349608               ","555696******5664","checking","Debit","555696","Active","8/16/2023"
"7119350028               ","555696******9261","checking","Debit","555696","Active","10/16/2023"
"7119350085               ","555696******7788","checking","Debit","555696","Active","11/25/2023"
"7119352628               ","555696******4324","checking","Debit","555696","Active","12/1/2023"
"7119361207               ","555696******4562","checking","Debit","555696","Active","8/26/2023"
"7119361736               ","555696******9635","checking","Debit","555696","Active","12/12/2023"
"7119363278               ","555696******0745","checking","Debit","555696","Active","11/30/2023"
"7119365604               ","555696******2717","checking","Debit","555696","Active","8/31/2023"
"7119368442               ","555696******5417","checking","Debit","555696","Active","3/10/2023"
"7119371230               ","555696******3692","checking","Debit","555696","Active","12/5/2023"
"7119378631               ","555696******4674","checking","Debit","555696","Active","12/2/2023"
"7119380116               ","555696******2676","checking","Debit","555696","Active","11/4/2023"
"7119382682               ","555696******8496","checking","Debit","555696","Active","12/15/2023"
"7119384514               ","555696******2024","checking","Debit","555696","Active","9/14/2023"
"7119390370               ","555696******0551","checking","Debit","555696","Active","8/20/2023"
"7119391881               ","555696******6461","checking","Debit","555696","Active","8/21/2023"
"7119396245               ","555696******0986","checking","Debit","555696","Active","8/31/2023"
"7119397177               ","555696******6515","checking","Debit","555696","Active","3/29/2023"
"7119397482               ","555696******3447","checking","Debit","555696","Active","12/15/2023"
"7119399843               ","555696******3908","checking","Debit","555696","Active","3/10/2023"
"7119400609               ","555696******1410","checking","Debit","555696","Active","12/7/2023"
"7119404346               ","555696******9104","checking","Debit","555696","Active","12/2/2023"
"7119416373               ","555696******2094","checking","Debit","555696","Active","12/10/2023"
"7119417371               ","555696******6839","checking","Debit","555696","Active","10/18/2023"
"7119417520               ","555696******5208","checking","Debit","555696","Active","9/11/2023"
"7119422280               ","555696******0544","checking","Debit","555696","Active","12/8/2023"
"7119425184               ","555696******9209","checking","Debit","555696","Active","3/29/2023"
"7119425390               ","555696******9408","checking","Debit","555696","Active","10/18/2023"
"7119430929               ","555696******9742","checking","Debit","555696","Active","10/10/2023"
"7119432636               ","555696******6559","checking","Debit","555696","Active","11/10/2023"
"7119435449               ","555696******2021","checking","Debit","555696","Active","3/24/2023"
"7119439680               ","555696******9475","checking","Debit","555696","Active","12/13/2023"
"7119440399               ","555696******4262","checking","Debit","555696","Active","12/7/2023"
"7119441835               ","555696******0636","checking","Debit","555696","Active","12/5/2023"
"7119441942               ","555696******1088","checking","Debit","555696","Active","12/12/2023"
"7119447410               ","555696******9032","checking","Debit","555696","Active","12/12/2023"
"7119451032               ","555696******3133","checking","Debit","555696","Active","10/21/2023"
"7119451388               ","555696******8235","checking","Debit","555696","Active","12/13/2023"
"7119457039               ","555696******1213","checking","Debit","555696","Active","8/5/2023"
"7119458276               ","555696******7713","checking","Debit","555696","Active","11/24/2023"
"7119458417               ","555696******8597","checking","Debit","555696","Active","8/18/2023"
"7119459001               ","555696******9488","checking","Debit","555696","Active","8/29/2023"
"7119461148               ","555696******1517","checking","Debit","555696","Active","10/29/2023"
"7119466634               ","555696******1387","checking","Debit","555696","Active","12/5/2023"
"7119469521               ","555696******1384","checking","Debit","555696","Active","11/8/2023"
"7119470073               ","555696******9643","checking","Debit","555696","Active","12/11/2023"
"7119476427               ","555696******6480","checking","Debit","555696","Active","3/24/2023"
"7119476609               ","555696******5573","checking","Debit","555696","Active","12/11/2023"
"7119477177               ","555696******3809","checking","Debit","555696","Active","9/25/2023"
"7119477649               ","555696******4100","checking","Debit","555696","Active","12/8/2023"
"7119479777               ","555696******8296","checking","Debit","555696","Active","8/27/2023"
"7119480809               ","555696******4646","checking","Debit","555696","Active","12/13/2023"
"7119488232               ","555696******5530","checking","Debit","555696","Active","12/10/2023"
"7119492473               ","555696******1302","checking","Debit","555696","Active","10/3/2023"
"7119495740               ","555696******9885","checking","Debit","555696","Active","12/14/2023"
"7119498900               ","555696******1021","checking","Debit","555696","Active","9/27/2023"
"7119502206               ","555696******9690","checking","Debit","555696","Active","3/28/2023"
"7119504913               ","555696******7672","checking","Debit","555696","Active","10/4/2023"
"7119505019               ","555696******4576","checking","Debit","555696","Active","12/11/2023"
"7119508492               ","555696******6527","checking","Debit","555696","Active","12/7/2023"
"7119511595               ","555696******6181","checking","Debit","555696","Active","12/8/2023"
"7119512890               ","555696******8189","checking","Debit","555696","Active","12/10/2023"
"7119515869               ","555696******7311","checking","Debit","555696","Active","11/14/2023"
"7119517600               ","555696******2908","checking","Debit","555696","Active","10/29/2023"
"7119530280               ","555696******6398","checking","Debit","555696","Active","10/27/2023"
"7119536089               ","555696******4864","checking","Debit","555696","Active","9/24/2023"
"7119538432               ","555696******3717","checking","Debit","555696","Active","9/17/2023"
"7119540925               ","555696******2172","checking","Debit","555696","Active","10/18/2023"
"7119543259               ","555696******9155","checking","Debit","555696","Active","11/26/2023"
"7119549165               ","555696******2337","checking","Debit","555696","Active","11/30/2023"
"7119549405               ","555696******1321","checking","Debit","555696","Active","3/2/2023"
"7119549827               ","555696******5137","checking","Debit","555696","Active","12/10/2023"
"7119550502               ","555696******3645","checking","Debit","555696","Active","11/30/2023"
"7119552326               ","555696******3354","checking","Debit","555696","Active","12/11/2023"
"7119554322               ","555696******8635","checking","Debit","555696","Active","12/12/2023"
"7119554710               ","555696******0835","checking","Debit","555696","Active","11/10/2023"
"7119557739               ","555696******3100","checking","Debit","555696","Active","12/2/2023"
"7119559966               ","555696******5888","checking","Debit","555696","Active","3/24/2023"
"7119569957               ","555696******6474","checking","Debit","555696","Active","9/27/2023"
"7119575624               ","555696******0469","checking","Debit","555696","Active","10/26/2023"
"7119576754               ","555696******0267","checking","Debit","555696","Active","12/12/2023"
"7119579345               ","555696******5385","checking","Debit","555696","Active","8/14/2023"
"7119587397               ","555696******4043","checking","Debit","555696","Active","9/13/2023"
"7119588767               ","555696******3504","checking","Debit","555696","Active","9/21/2023"
"7119592249               ","555696******8028","checking","Debit","555696","Active","10/26/2023"
"7119594088               ","555696******8158","checking","Debit","555696","Active","12/2/2023"
"7119594310               ","555696******3249","checking","Debit","555696","Active","12/13/2023"
"7119604895               ","555696******8467","checking","Debit","555696","Active","8/27/2023"
"7119605504               ","555696******7392","checking","Debit","555696","Active","11/24/2023"
"7119607260               ","555696******0007","checking","Debit","555696","Active","12/8/2023"
"7119608979               ","555696******9238","checking","Debit","555696","Active","11/29/2022"
"7119621626               ","555696******8034","checking","Debit","555696","Active","12/7/2023"
"7119624315               ","555696******9042","checking","Debit","555696","Active","12/8/2023"
"7119624562               ","555696******5946","checking","Debit","555696","Active","10/26/2023"
"7119625916               ","555696******6126","checking","Debit","555696","Active","11/29/2023"
"7119627219               ","555696******5529","checking","Debit","555696","Active","3/13/2023"
"7119630890               ","555696******8581","checking","Debit","555696","Active","9/20/2023"
"7119632631               ","555696******6990","checking","Debit","555696","Active","11/23/2023"
"7119637549               ","555696******4677","checking","Debit","555696","Active","12/4/2023"
"7119638935               ","555696******3323","checking","Debit","555696","Active","12/11/2023"
"7119639446               ","555696******5974","checking","Debit","555696","Active","10/8/2023"
"7119639958               ","555696******4584","checking","Debit","555696","Active","12/5/2023"
"7119640675               ","555696******5859","checking","Debit","555696","Active","3/21/2023"
"7119641319               ","555696******8690","checking","Debit","555696","Active","3/14/2023"
"7119641962               ","555696******8291","checking","Debit","555696","Active","9/2/2023"
"7119643158               ","555696******9821","checking","Debit","555696","Active","12/11/2023"
"7119644461               ","555696******6633","checking","Debit","555696","Active","10/27/2023"
"7119648355               ","555696******8080","checking","Debit","555696","Active","8/29/2023"
"7119650666               ","555696******6993","checking","Debit","555696","Active","3/24/2023"
"7119650997               ","555696******4023","checking","Debit","555696","Active","10/9/2023"
"7119654460               ","555696******1528","checking","Debit","555696","Active","11/19/2023"
"7119654817               ","555696******4367","checking","Debit","555696","Active","3/10/2023"
"7119655996               ","555696******4516","checking","Debit","555696","Active","9/19/2023"
"7119656630               ","555696******7945","checking","Debit","555696","Active","11/28/2023"
"7119656747               ","555696******2222","checking","Debit","555696","Active","12/15/2023"
"7119657836               ","555696******5111","checking","Debit","555696","Active","2/15/2023"
"7119660830               ","555696******7537","checking","Debit","555696","Active","9/22/2023"
"7119673197               ","555696******6105","checking","Debit","555696","Active","12/3/2023"
"7119675754               ","555696******8239","checking","Debit","555696","Active","3/24/2023"
"7119678337               ","555696******7236","checking","Debit","555696","Active","12/13/2023"
"7119683816               ","555696******0535","checking","Debit","555696","Active","10/26/2023"
"7119688245               ","555696******1601","checking","Debit","555696","Active","12/8/2023"
"7119688831               ","555696******7996","checking","Debit","555696","Active","12/2/2023"
"7119690159               ","555696******8426","checking","Debit","555696","Active","8/9/2023"
"7119692700               ","555696******4663","checking","Debit","555696","Active","10/18/2023"
"7119700446               ","555696******7977","checking","Debit","555696","Active","11/29/2023"
"7119704778               ","555696******8479","checking","Debit","555696","Active","11/29/2023"
"7119706336               ","555696******3963","checking","Debit","555696","Active","9/11/2023"
"7119706997               ","555696******3144","checking","Debit","555696","Active","12/10/2023"
"7119707250               ","555696******9662","checking","Debit","555696","Active","9/17/2023"
"7119708654               ","555696******2443","checking","Debit","555696","Active","12/11/2023"
"7119713811               ","555696******5652","checking","Debit","555696","Active","8/28/2023"
"7119715584               ","555696******1347","checking","Debit","555696","Active","10/31/2023"
"7119715683               ","555696******4655","checking","Debit","555696","Active","10/7/2023"
"7119723117               ","555696******9473","checking","Debit","555696","Active","10/18/2023"
"7119727910               ","555696******9367","checking","Debit","555696","Active","10/18/2023"
"7119729122               ","555696******3145","checking","Debit","555696","Active","9/14/2023"
"7119740301               ","555696******6091","checking","Debit","555696","Active","12/13/2023"
"7119740418               ","555696******7530","checking","Debit","555696","Active","11/24/2023"
"7119741788               ","555696******2605","checking","Debit","555696","Active","9/26/2023"
"7119748510               ","555696******4476","checking","Debit","555696","Active","11/23/2023"
"7119749146               ","555696******3676","checking","Debit","555696","Active","12/11/2023"
"7119749195               ","555696******5219","checking","Debit","555696","Active","12/10/2023"
"7119753643               ","555696******0362","checking","Debit","555696","Blocked","9/13/2023"
"7119753783               ","555696******1620","checking","Debit","555696","Active","11/2/2023"
"7119754179               ","555696******3459","checking","Debit","555696","Active","11/12/2023"
"7119755473               ","555696******3872","checking","Debit","555696","Active","12/9/2023"
"7119762792               ","555696******6257","checking","Debit","555696","Blocked","11/28/2023"
"7119763089               ","555696******8030","checking","Debit","555696","Active","8/27/2023"
"7119765431               ","555696******2690","checking","Debit","555696","Active","11/6/2023"
"7119767437               ","555696******0669","checking","Debit","555696","Active","9/25/2023"
"7119769300               ","555696******6898","checking","Debit","555696","Active","3/29/2023"
"7119769797               ","555696******4202","checking","Debit","555696","Active","3/23/2023"
"7119773047               ","555696******7219","checking","Debit","555696","Active","12/5/2023"
"7119774698               ","555696******3543","checking","Debit","555696","Active","12/6/2023"
"7119776933               ","555696******9820","checking","Debit","555696","Active","10/26/2023"
"7119780802               ","555696******1154","checking","Debit","555696","Active","2/15/2023"
"7119786361               ","555696******3408","checking","Debit","555696","Active","8/5/2023"
"7119790504               ","555696******8685","checking","Debit","555696","Active","10/18/2023"
